Time,THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
21:30:00,2.503524E+04,3.512965E+03,1.533921E+00,2.458977E-01,1.224145E+04,7.104240E+03,7.500340E-01,4.972839E-01,3.608168E+04,3.526404E+03,2.210745E+00,2.468346E-01,1.249613E+04,1.568789E+03,7.656395E-01,1.098098E-01,1.746807E+04,9.584308E+04,1.070650E+00,6.709215E+00,3.682678E+04,1.003600E+04,2.256399E+00,7.025151E-01,1.210315E+04,4.565699E+03,7.415606E-01,3.195997E-01,3.202938E+04,1.079509E+04,1.962034E+00,7.556867E-01,4.445901E+04,1.077453E+04,2.723438E+00,7.542420E-01,2.427668E+04,9.960476E+03,1.487442E+00,6.972319E-01,1.173736E+05,1.063463E+05,7.191657E+00,7.444770E+00,3.865719E+04,4.422883E+04,2.369370E+00,3.095936E+00,1.599947E+04,7.313790E+03,9.800827E-01,5.119735E-01,1.258253E+04,2.676839E+03,7.709335E-01,1.873752E-01,1.584295E+04,5.009253E+03,9.704945E-01,3.506630E-01 
21:45:00,2.503542E+04,3.329888E+03,1.533932E+00,2.330819E-01,1.224156E+04,6.843122E+03,7.500408E-01,4.790074E-01,3.608181E+04,3.221738E+03,2.210753E+00,2.255077E-01,1.249622E+04,1.481677E+03,7.656454E-01,1.037119E-01,1.746826E+04,9.575784E+04,1.070662E+00,6.703245E+00,3.682697E+04,9.691487E+03,2.256410E+00,6.784025E-01,1.210326E+04,4.458694E+03,7.415673E-01,3.121097E-01,3.202979E+04,1.055721E+04,1.962059E+00,7.390362E-01,4.445938E+04,1.040647E+04,2.723461E+00,7.284808E-01,2.427690E+04,9.719702E+03,1.487455E+00,6.803793E-01,1.173753E+05,1.061687E+05,7.191756E+00,7.432335E+00,3.865736E+04,4.398840E+04,2.369381E+00,3.079105E+00,1.599968E+04,7.055104E+03,9.800954E-01,4.938667E-01,1.258263E+04,2.522920E+03,7.709394E-01,1.766010E-01,1.584316E+04,4.902613E+03,9.705072E-01,3.431987E-01 
22:00:00,2.503557E+04,3.155387E+03,1.533942E+00,2.208664E-01,1.224166E+04,6.599532E+03,7.500469E-01,4.619576E-01,3.608193E+04,2.942762E+03,2.210760E+00,2.059792E-01,1.249630E+04,1.398760E+03,7.656503E-01,9.790767E-02,1.746845E+04,9.568035E+04,1.070674E+00,6.697819E+00,3.682713E+04,9.368541E+03,2.256420E+00,6.557986E-01,1.210336E+04,4.354989E+03,7.415734E-01,3.048505E-01,3.203015E+04,1.032995E+04,1.962081E+00,7.231292E-01,4.445969E+04,1.006927E+04,2.723480E+00,7.048794E-01,2.427709E+04,9.488841E+03,1.487466E+00,6.642202E-01,1.173768E+05,1.059862E+05,7.191840E+00,7.419563E+00,3.865750E+04,4.377841E+04,2.369390E+00,3.064406E+00,1.599986E+04,6.815884E+03,9.801065E-01,4.771223E-01,1.258271E+04,2.382418E+03,7.709443E-01,1.667659E-01,1.584334E+04,4.799738E+03,9.705184E-01,3.359977E-01 
22:15:00,2.503570E+04,2.801221E+03,1.533950E+00,1.960754E-01,1.224175E+04,6.279814E+03,7.500524E-01,4.395787E-01,3.608202E+04,2.497511E+03,2.210766E+00,1.748129E-01,1.249637E+04,1.227717E+03,7.656545E-01,8.593507E-02,1.746864E+04,9.374890E+04,1.070685E+00,6.562613E+00,3.682729E+04,8.876920E+03,2.256430E+00,6.213864E-01,1.210345E+04,4.164088E+03,7.415789E-01,2.914876E-01,3.203046E+04,9.884809E+03,1.962100E+00,6.919690E-01,4.445997E+04,9.529709E+03,2.723497E+00,6.671110E-01,2.427726E+04,9.078929E+03,1.487477E+00,6.355269E-01,1.173780E+05,1.033668E+05,7.191913E+00,7.236191E+00,3.865763E+04,4.158338E+04,2.369397E+00,2.910759E+00,1.600002E+04,6.482284E+03,9.801164E-01,4.537709E-01,1.258278E+04,2.164560E+03,7.709485E-01,1.515161E-01,1.584350E+04,4.588993E+03,9.705282E-01,3.212451E-01 
22:30:00,2.503581E+04,2.445190E+03,1.533957E+00,1.711524E-01,1.224183E+04,5.969934E+03,7.500574E-01,4.178870E-01,3.608210E+04,2.062970E+03,2.210771E+00,1.443955E-01,1.249643E+04,1.056191E+03,7.656581E-01,7.392807E-02,1.746882E+04,9.178774E+04,1.070696E+00,6.425300E+00,3.682743E+04,8.390050E+03,2.256438E+00,5.873027E-01,1.210353E+04,3.973320E+03,7.415839E-01,2.781325E-01,3.203074E+04,9.435332E+03,1.962118E+00,6.605002E-01,4.446021E+04,8.996583E+03,2.723512E+00,6.297871E-01,2.427742E+04,8.669035E+03,1.487487E+00,6.068316E-01,1.173791E+05,1.006545E+05,7.191976E+00,7.046272E+00,3.865773E+04,3.931809E+04,2.369404E+00,2.752171E+00,1.600016E+04,6.157343E+03,9.801251E-01,4.310232E-01,1.258283E+04,1.955098E+03,7.709521E-01,1.368529E-01,1.584364E+04,4.375416E+03,9.705369E-01,3.062916E-01 
22:45:00,2.503591E+04,2.089236E+03,1.533962E+00,1.462350E-01,1.224190E+04,5.669603E+03,7.500620E-01,3.968650E-01,3.608217E+04,1.638912E+03,2.210775E+00,1.147122E-01,1.249648E+04,8.842490E+02,7.656612E-01,6.189202E-02,1.746899E+04,8.981704E+04,1.070707E+00,6.287270E+00,3.682756E+04,7.910859E+03,2.256446E+00,5.537575E-01,1.210361E+04,3.783036E+03,7.415885E-01,2.648119E-01,3.203099E+04,8.979851E+03,1.962133E+00,6.286151E-01,4.446043E+04,8.464757E+03,2.723525E+00,5.925573E-01,2.427757E+04,8.260525E+03,1.487496E+00,5.782344E-01,1.173800E+05,9.785543E+04,7.192033E+00,6.850269E+00,3.865782E+04,3.704230E+04,2.369409E+00,2.592841E+00,1.600029E+04,5.840109E+03,9.801328E-01,4.088187E-01,1.258288E+04,1.750470E+03,7.709552E-01,1.225283E-01,1.584377E+04,4.159287E+03,9.705447E-01,2.911617E-01 
23:00:00,2.503599E+04,1.733278E+03,1.533968E+00,1.213177E-01,1.224197E+04,5.377045E+03,7.500662E-01,3.763885E-01,3.608223E+04,1.223329E+03,2.210779E+00,8.562239E-02,1.249652E+04,7.126397E+02,7.656638E-01,4.987940E-02,1.746916E+04,8.784248E+04,1.070717E+00,6.148905E+00,3.682767E+04,7.440902E+03,2.256454E+00,5.208606E-01,1.210368E+04,3.593704E+03,7.415927E-01,2.515589E-01,3.203122E+04,8.520106E+03,1.962147E+00,5.964376E-01,4.446062E+04,7.935470E+03,2.723537E+00,5.555102E-01,2.427770E+04,7.854157E+03,1.487504E+00,5.497891E-01,1.173809E+05,9.497903E+04,7.192084E+00,6.648861E+00,3.865790E+04,3.476819E+04,2.369414E+00,2.433620E+00,1.600041E+04,5.529452E+03,9.801398E-01,3.870797E-01,1.258293E+04,1.545110E+03,7.709578E-01,1.081525E-01,1.584389E+04,3.941071E+03,9.705517E-01,2.758886E-01 
23:15:00,2.503607E+04,1.565346E+03,1.533972E+00,1.095616E-01,1.224204E+04,5.182632E+03,7.500702E-01,3.627831E-01,3.608228E+04,1.002362E+03,2.210782E+00,7.015510E-02,1.249656E+04,6.327698E+02,7.656661E-01,4.428823E-02,1.746933E+04,8.772464E+04,1.070727E+00,6.140454E+00,3.682779E+04,7.164262E+03,2.256461E+00,5.014974E-01,1.210374E+04,3.496074E+03,7.415967E-01,2.447258E-01,3.203142E+04,8.282919E+03,1.962159E+00,5.798443E-01,4.446080E+04,7.634512E+03,2.723548E+00,5.344509E-01,2.427783E+04,7.636406E+03,1.487512E+00,5.345486E-01,1.173816E+05,9.446024E+04,7.192130E+00,6.612502E+00,3.865796E+04,3.450774E+04,2.369417E+00,2.415343E+00,1.600051E+04,5.334420E+03,9.801462E-01,3.734370E-01,1.258297E+04,1.427112E+03,7.709601E-01,9.989188E-02,1.584399E+04,3.831337E+03,9.705581E-01,2.682117E-01 
23:30:00,2.503613E+04,1.406138E+03,1.533976E+00,9.841772E-02,1.224210E+04,4.997632E+03,7.500739E-01,3.498382E-01,3.608233E+04,7.947271E+02,2.210785E+00,5.562225E-02,1.249660E+04,5.570116E+02,7.656682E-01,3.898559E-02,1.746949E+04,8.763796E+04,1.070737E+00,6.134164E+00,3.682789E+04,6.901210E+03,2.256467E+00,4.830891E-01,1.210380E+04,3.402772E+03,7.416004E-01,2.381976E-01,3.203161E+04,8.053054E+03,1.962171E+00,5.637706E-01,4.446096E+04,7.345237E+03,2.723558E+00,5.142158E-01,2.427795E+04,7.428411E+03,1.487519E+00,5.199950E-01,1.173823E+05,9.395699E+04,7.192174E+00,6.577283E+00,3.865801E+04,3.434170E+04,2.369421E+00,2.403687E+00,1.600060E+04,5.148557E+03,9.801520E-01,3.604394E-01,1.258300E+04,1.309762E+03,7.709622E-01,9.167753E-02,1.584409E+04,3.724922E+03,9.705639E-01,2.607704E-01 
23:45:00,2.503619E+04,1.253746E+03,1.533979E+00,8.775115E-02,1.224215E+04,4.820442E+03,7.500774E-01,3.374387E-01,3.608237E+04,5.970495E+02,2.210787E+00,4.178659E-02,1.249663E+04,4.844848E+02,7.656700E-01,3.390919E-02,1.746966E+04,8.756068E+04,1.070747E+00,6.128547E+00,3.682799E+04,6.650331E+03,2.256473E+00,4.655321E-01,1.210386E+04,3.313307E+03,7.416039E-01,2.319376E-01,3.203179E+04,7.830272E+03,1.962182E+00,5.481888E-01,4.446110E+04,7.066835E+03,2.723567E+00,4.947382E-01,2.427806E+04,7.228980E+03,1.487526E+00,5.060400E-01,1.173830E+05,9.346508E+04,7.192214E+00,6.542864E+00,3.865806E+04,3.420607E+04,2.369424E+00,2.394160E+00,1.600069E+04,4.970222E+03,9.801574E-01,3.479647E-01,1.258303E+04,1.194179E+03,7.709640E-01,8.358683E-02,1.584417E+04,3.621722E+03,9.705693E-01,2.535524E-01 
24:00:00,2.503624E+04,1.106882E+03,1.533983E+00,7.747150E-02,1.224221E+04,4.650904E+03,7.500807E-01,3.255729E-01,3.608240E+04,4.071816E+02,2.210789E+00,2.849777E-02,1.249665E+04,4.145512E+02,7.656716E-01,2.901432E-02,1.746981E+04,8.748450E+04,1.070757E+00,6.123050E+00,3.682809E+04,6.410714E+03,2.256479E+00,4.487618E-01,1.210391E+04,3.227272E+03,7.416072E-01,2.259168E-01,3.203195E+04,7.613658E+03,1.962191E+00,5.330325E-01,4.446124E+04,6.797933E+03,2.723575E+00,4.759198E-01,2.427816E+04,7.037219E+03,1.487532E+00,4.926201E-01,1.173836E+05,9.297653E+04,7.192252E+00,6.508676E+00,3.865811E+04,3.408501E+04,2.369426E+00,2.385657E+00,1.600077E+04,4.798427E+03,9.801623E-01,3.359421E-01,1.258305E+04,1.083739E+03,7.709656E-01,7.585598E-02,1.584425E+04,3.521293E+03,9.705742E-01,2.465255E-01 
Peak,2.503677E+04,1.773809E+04,1.534015E+00,1.241662E+00,1.224297E+04,1.595527E+04,7.501276E-01,1.116838E+00,3.608280E+04,1.431173E+04,2.210813E+00,1.001864E+00,1.249693E+04,1.106991E+04,7.656884E-01,7.748860E-01,1.747330E+04,9.698307E+04,1.070971E+00,6.789003E+00,3.682942E+04,2.065444E+04,2.256561E+00,1.445813E+00,1.210468E+04,1.417362E+04,7.416542E-01,9.921312E-01,3.203400E+04,2.507334E+04,1.962317E+00,1.755180E+00,4.446297E+04,2.174123E+04,2.723681E+00,1.521959E+00,2.427969E+04,2.445622E+04,1.487626E+00,1.711905E+00,1.173928E+05,1.075840E+05,7.192816E+00,7.531435E+00,3.865872E+04,4.844230E+04,2.369464E+00,3.390914E+00,1.600179E+04,1.632582E+04,9.802248E-01,1.142825E+00,1.258333E+04,1.267893E+04,7.709824E-01,8.875081E-01,1.584527E+04,1.430374E+04,9.706368E-01,1.001284E+00 

Peak Vol Flow (m3/s),,,1.274075E+00,1.031261E+00,,,6.230176E-01,9.275882E-01,,,1.836188E+00,8.320969E-01,,,6.359416E-01,6.435807E-01,,,8.894933E-01,5.638598E+00,,,1.874184E+00,1.200818E+00,,,6.159800E-01,8.240133E-01,,,1.629800E+00,1.457763E+00,,,2.262150E+00,1.264061E+00,,,1.235546E+00,1.421820E+00,,,5.973985E+00,6.255224E+00,,,1.967956E+00,2.816319E+00,,,8.141245E-01,9.491717E-01,,,6.403385E-01,7.371188E-01,,,8.061612E-01,8.316150E-01 
